year,ge_eid,ge_week,ge_wday,ge_date,ge_time,home_te,away_te,score_home,score_away,fumbles_tot,rushing_yds,home,rushing_twopta,fumbles_lost,rushing_tds,receiving_rec,receiving_twopta,receiving_yds,rushing_att,rushing_lngtd,fumbles_yds,receiving_lng,pos,receiving_tds,bdate,ne,fumbles_trcv,rushing_twoptm,rushing_lng,te,passing_tds,points,5wavyds,5Wavatt,5Wavtd,5wanrec,5wavrecyds,5wkavrectd
2011,2011100202,4,Sun,40818,1:00 AM,HOU,PIT,17,10,,40,no,0,,0,1,0,12,6,0,,12,RB,0,30996,I.Redman,,0,18,PIT,,5.2,24.4,4.8,0.2,0.6,3,0
2011,2011100900,5,Sun,40825,1:00 AM,PIT,TEN,38,17,,49,yes,0,,0,3,0,12,15,0,,8,RB,0,30996,I.Redman,,0,12,PIT,,6.1,23.8,5,0.2,0.6,5,0
2011,2011101602,6,Sun,40832,1:00 AM,PIT,JAC,17,13,,22,yes,0,,0,1,0,2,4,0,,2,RB,0,30996,I.Redman,,0,11,PIT,,2.4,31.2,7.4,0.2,1,6,0
2011,2011102307,7,Sun,40839,4:05 AM,ARI,PIT,20,32,,29,no,0,,0,2,0,1,6,0,,10,RB,0,30996,I.Redman,,0,14,PIT,,3,33.2,7.6,0.2,1.2,6.4,0
2011,2011103008,8,Sun,40846,4:15 AM,PIT,NE,25,17,,11,yes,0,,0,1,0,5,7,0,,5,RB,0,30996,I.Redman,,0,5,PIT,,1.6,29.2,6.8,0,1.4,5.4,0
2011,2011110612,9,Sun,40853,8:20 AM,PIT,BAL,20,23,,2,yes,0,,0,1,0,8,3,0,,8,RB,0,30996,I.Redman,,0,4,PIT,,1,30.2,7.6,0,1.6,6.4,0
2011,2011111303,10,Sun,40860,1:00 AM,CIN,PIT,17,24,,25,no,0,,0,1,0,-8,7,0,,-8,RB,0,30996,I.Redman,,0,11,PIT,,1.7,22.6,7,0,1.6,5.6,0
2011,2011112711,12,Sun,40874,8:20 AM,KC,PIT,9,13,,22,no,0,,0,2,0,8,3,0,,6,RB,0,30996,I.Redman,,0,14,PIT,,3,17.8,5.4,0,1.2,1.6,0
2011,2011120405,13,Sun,40881,1:00 AM,PIT,CIN,35,7,,51,yes,0,,0,,,,8,0,,,RB,,30996,I.Redman,,0,27,PIT,,5.1,17.8,5.2,0,1.4,2.8,0
2011,2011120800,14,Thu,40885,8:20 AM,PIT,CLE,14,3,,35,yes,0,,0,,,,6,0,,,RB,,30996,I.Redman,,0,11,PIT,,3.5,22.2,5.6,0,1,2.6,0
2011,2011121900,15,Mon,40896,8:30 AM,SF,PIT,20,3,,-1,no,0,,0,,,,2,0,,,RB,,30996,I.Redman,,0,0,PIT,,-0.1,27,5.4,0,0.8,1.6,0
2011,2011122409,16,Sat,40901,1:00 AM,PIT,STL,27,0,,35,yes,0,,1,1,0,5,8,2,,5,RB,0,30996,I.Redman,,0,10,PIT,,10,26.4,5.2,0,0.6,0,0
2011,2012010103,17,Sun,40544,4:15 AM,CLE,PIT,9,13,2,92,no,0,2,1,3,0,18,19,7,0,9,RB,0,30996,I.Redman,0,0,22,PIT,,13,28.4,5.4,0.2,0.6,2.6,0
2012,2012090912,1,Sun,41161,8:20 AM,DEN,PIT,31,19,,20,no,0,,0,2,0,7,11,0,,5,RB,0,30996,I.Redman,,0,6,PIT,,2.7,42.4,8.6,0.4,0.8,4.6,0
2012,2012091610,2,Sun,41168,4:25 AM,PIT,NYJ,27,10,,25,yes,0,,1,1,0,14,12,2,,14,RB,0,30996,I.Redman,,0,13,PIT,,9.9,36.2,9.2,0.4,1.2,6,0
2012,2012092312,3,Sun,41175,4:25 AM,OAK,PIT,34,31,,27,no,0,,0,3,0,24,9,0,,11,RB,0,30996,I.Redman,,0,7,PIT,,5.1,34.2,10.4,0.6,1.4,8.8,0
2012,2012100701,5,Sun,41189,1:00 AM,PIT,PHI,16,14,,41,yes,0,,0,,,,13,0,,,RB,,30996,I.Redman,,0,13,PIT,,4.1,39.8,11.8,0.6,2,13.6,0
2012,2012101100,6,Thu,41193,8:20 AM,TEN,PIT,26,23,,14,no,0,,0,4,0,105,5,0,,55,RB,0,30996,I.Redman,,0,5,PIT,,11.9,41,12.8,0.4,1.8,12.6,0
2012,2012110410,9,Sun,41217,4:25 AM,NYG,PIT,20,24,,147,no,0,,1,2,0,4,26,1,,4,RB,0,30996,I.Redman,,0,28,PIT,,21.1,25.4,10,0.2,2,30,0
2012,2012111200,10,Mon,41225,8:30 AM,PIT,KC,16,13,1,21,yes,0,1,0,2,0,18,8,0,0,10,RB,0,30996,I.Redman,0,0,6,PIT,,1.9,50.8,13,0.4,2,29.4,0
2012,2012111811,11,Sun,41231,8:20 AM,PIT,BAL,10,13,,5,yes,0,,0,,,,1,0,,,RB,,30996,I.Redman,,0,5,PIT,,0.5,50,12.2,0.2,2.2,30.2,0
2012,2012112501,12,Sun,41238,1:00 AM,CLE,PIT,20,14,1,7,no,0,1,0,1,0,15,2,0,0,15,RB,0,30996,I.Redman,0,0,5,PIT,,0.2,45.6,10.6,0.2,1.6,25.4,0
2012,2012120210,13,Sun,41245,4:25 AM,BAL,PIT,20,23,,43,no,0,,0,,,,9,0,,,RB,,30996,I.Redman,,0,24,PIT,,4.3,38.8,8.4,0.2,1.8,28.4,0
2012,2012120902,14,Sun,41252,1:00 AM,PIT,SD,24,34,,0,yes,0,,0,,,,2,0,,,RB,,30996,I.Redman,,0,0,PIT,,0,44.6,9.2,0.2,1,7.4,0
2012,2012121611,15,Sun,41259,4:25 AM,DAL,PIT,27,24,,30,no,0,,0,1,0,14,3,0,,14,RB,0,30996,I.Redman,,0,22,PIT,,4.4,15.2,4.4,0,0.6,6.6,0
2012,2012122303,16,Sun,41266,1:00 AM,PIT,CIN,10,13,1,4,yes,0,1,0,2,0,32,3,0,0,19,RB,0,30996,I.Redman,0,0,2,PIT,,1.6,17,3.4,0,0.4,5.8,0
2012,2012123003,17,Sun,41273,1:00 AM,PIT,CLE,24,10,,26,yes,0,,0,1,0,11,6,0,,11,RB,0,30996,I.Redman,,0,11,PIT,,3.7,16.8,3.8,0,0.8,12.2,0
2013,2013090809,1,Sun,41525,1:00 AM,PIT,TEN,9,16,2,9,yes,0,1,0,2,0,7,8,0,0,7,RB,0,30996,I.Redman,1,0,8,PIT,,-2.4,20.6,4.6,0,0.8,11.4,0
2013,2013091600,2,Mon,41533,8:40 AM,CIN,PIT,20,10,,4,no,0,,0,2,0,7,3,0,,6,RB,0,30996,I.Redman,,0,2,PIT,,1.1,13.8,4.4,0,1.2,12.8,0
2012,2012091601,2,Sun,41168,1:00 AM,CAR,NO,35,27,,,yes,,,,,,,,,,,RB,,32834,J.Ads,,,,CAR,,0,0,0,0,0,0,0
2012,2012092000,3,Thu,41172,8:20 AM,CAR,NYG,7,36,2,,yes,,2,,,,,,,0,,RB,,32834,J.Ads,0,,,CAR,,-4,0,0,0,0,0,0
2012,2012111803,11,Sun,41231,1:00 AM,CAR,TB,21,27,,,yes,,,,,,,,,,,RB,,32834,J.Ads,,,,CAR,,0,0,0,0,0,0,0
2012,2012120204,13,Sun,41245,1:00 AM,KC,CAR,27,21,,5,no,0,,0,1,0,7,1,0,,7,RB,0,32834,J.Ads,,0,5,CAR,,1.2,0,0,0,0,0,0
2012,2012120906,14,Sun,41252,1:00 AM,CAR,ATL,30,20,,3,yes,0,,0,,,,1,0,,,RB,,32834,J.Ads,,0,3,CAR,,0.3,1,0.2,0,0.2,1.4,0
2012,2012121609,15,Sun,41259,4:05 AM,SD,CAR,7,31,,,no,,,,,,,,,,,RB,,32834,J.Ads,,,,CAR,,0,1.6,0.4,0,0.2,1.4,0
2012,2012122301,16,Sun,41266,1:00 AM,CAR,OAK,17,6,1,5,yes,0,1,0,,,,1,0,0,,RB,,32834,J.Ads,0,0,5,CAR,,-1.5,1.6,0.4,0,0.2,1.4,0
2010,2010091914,2,Sun,40440,8:20 AM,IND,NYG,38,14,1,92,yes,0,0,0,2,0,21,20,0,0,13,RB,0,30439,J.Addai,1,0,16,IND,,9.3,22,5,0,3,14.5,0
2010,2010092611,3,Sun,40447,4:15 AM,DEN,IND,13,27,,29,no,0,,0,2,0,10,13,0,,6,RB,0,30439,J.Addai,,0,10,IND,,3.9,46,10,0,1,10.5,0
2010,2010100308,4,Sun,40454,4:05 AM,JAC,IND,31,28,,63,no,0,,2,3,0,19,16,2,,8,RB,0,30439,J.Addai,,0,7,IND,,20.2,14.5,6.5,0,1,5,0
2010,2010101002,5,Sun,40461,1:00 AM,IND,KC,19,9,,50,yes,0,,0,5,0,39,17,0,,15,RB,0,30439,J.Addai,,0,11,IND,,8.9,31.5,8,1,1.5,9.5,0
2010,2010101712,6,Sun,40468,8:20 AM,WAS,IND,24,27,1,128,no,0,1,1,,,,17,13,0,,RB,,30439,J.Addai,0,0,46,IND,,16.8,55.6,15.2,0.4,3.6,23.6,0
2010,2010122610,16,Sun,40538,4:05 AM,OAK,IND,26,31,,45,no,0,,1,1,0,6,12,6,,6,RB,0,30439,J.Addai,,0,18,IND,,11.1,72.4,16.6,0.6,2.4,17.8,0
2010,2011010205,17,Sun,40180,4:15 AM,IND,TEN,23,20,,44,yes,0,,0,,,,11,0,,,RB,,30439,J.Addai,,0,8,IND,,4.4,63,15,0.8,2.2,14.8,0
2011,2011091102,1,Sun,40797,1:00 AM,HOU,IND,34,7,,39,no,0,,0,2,0,13,8,0,,10,RB,0,30439,J.Addai,,0,13,IND,,5.2,66,14.6,0.8,1.8,12.8,0
2011,2011091804,2,Sun,40804,1:00 AM,IND,CLE,19,27,,64,yes,0,,0,4,0,37,14,0,,12,RB,0,30439,J.Addai,,0,15,IND,,10.1,61.2,13,0.4,1.6,11.6,0
2011,2011092514,3,Sun,40811,8:20 AM,IND,PIT,20,23,,86,yes,0,,1,1,0,2,17,6,,2,RB,0,30439,J.Addai,,0,11,IND,,14.8,64,12.4,0.4,1.4,11.2,0
2011,2011100300,4,Mon,40819,8:30 AM,TB,IND,24,17,,41,no,0,,0,1,0,7,11,0,,7,RB,0,30439,J.Addai,,0,9,IND,,4.8,55.6,12.4,0.4,1.6,11.6,0
2011,2011100902,5,Sun,40825,1:00 AM,IND,KC,24,28,,19,yes,0,,0,1,0,6,6,0,,6,RB,0,30439,J.Addai,,0,6,IND,,2.5,54.8,12.2,0.2,1.6,11.8,0
2011,2011102311,7,Sun,40839,8:20 AM,NO,IND,62,7,,8,no,0,,0,2,0,11,2,0,,8,RB,0,30439,J.Addai,,0,7,IND,,1.9,49.8,11.2,0.2,1.8,13,0
2011,2011112705,12,Sun,40874,1:00 AM,IND,CAR,19,27,0,23,yes,0,0,0,,,,7,0,0,,RB,,30439,J.Addai,1,0,16,IND,,2.3,43.6,10,0.2,1.8,12.6,0
2011,2011120413,13,Sun,40881,1:00 AM,NE,IND,31,24,,39,no,0,,0,1,0,2,13,0,,2,RB,0,30439,J.Addai,,0,8,IND,,4.1,35.4,8.6,0.2,1,5.2,0
2011,2011121104,14,Sun,40888,1:00 AM,BAL,IND,24,10,,16,no,0,,0,,,,2,0,,,RB,,30439,J.Addai,,0,15,IND,,1.6,26,7.8,0,1,5.2,0
2011,2011121802,15,Sun,40895,1:00 AM,IND,TEN,27,13,,20,yes,0,,0,2,0,7,11,0,,7,RB,0,30439,J.Addai,,0,5,IND,,2.7,21,6,0,0.8,3.8,0
2011,2011122200,16,Thu,40899,8:20 AM,IND,HOU,19,16,1,59,yes,0,0,0,1,0,8,19,0,0,8,RB,0,30439,J.Addai,0,0,12,IND,,4.7,21.2,7,0,1,4,0
2011,2012010105,17,Sun,40544,1:00 AM,JAC,IND,19,13,,19,no,0,,0,,,,8,0,,,RB,,30439,J.Addai,,0,5,IND,,1.9,31.4,10.4,0,0.8,3.4,0
2014,2014112305,12,Sun,41966,1:00 AM,MIN,GB,21,24,,26,yes,0,,0,3,0,19,5,0,,7,RB,0,32459,J.Banyard,,0,8,MIN,,4.5,0,0,0,1,5.5,0
2014,2014113005,13,Sun,41973,1:00 AM,MIN,CAR,31,13,,8,yes,0,,0,,,,2,0,,,RB,,32459,J.Banyard,,0,5,MIN,,0.8,13,2.5,0,1.5,9.5,0
2014,2014120705,14,Sun,41980,1:00 AM,MIN,NYJ,30,24,,9,yes,0,,0,1,0,12,1,0,,12,RB,0,32459,J.Banyard,,0,9,MIN,,2.1,4,1,0,0,0,0
2014,2014121405,15,Sun,41987,1:00 AM,DET,MIN,16,14,,2,no,0,,0,,,,2,0,,,RB,,32459,J.Banyard,,0,4,MIN,,0.2,4.5,0.5,0,0.5,6,0
2014,2014122103,16,Sun,41994,1:00 AM,MIA,MIN,37,35,,23,no,0,,0,2,0,9,5,0,,10,RB,0,32459,J.Banyard,,0,16,MIN,,3.2,9,2,0,1.2,8.4,0
2014,2014122806,17,Sun,42001,1:00 AM,MIN,CHI,13,9,,20,yes,0,,0,1,0,11,6,0,,11,RB,0,32459,J.Banyard,,0,7,MIN,,3.1,13.6,3,0,1.2,8,0
2010,2010102403,7,Sun,40475,1:00 AM,KC,JAC,42,20,,12,yes,0,,1,,,,3,1,,,RB,,30590,J.Battle,,0,6,KC,,7.2,4.5,2,0,0,0,0
2010,2010103103,8,Sun,40482,1:00 AM,KC,BUF,13,10,,3,yes,0,,0,,,,1,0,,,RB,,30590,J.Battle,,0,3,KC,,0.3,6,1.5,0.5,0,0,0
2010,2010110710,9,Sun,40489,4:15 AM,OAK,KC,23,20,,,no,,,,,,,,,,,RB,,30590,J.Battle,,,,KC,,0,1.5,0.5,0,0,0,0
2010,2010111407,10,Sun,40496,4:05 AM,DEN,KC,49,29,,4,no,0,,0,,,,2,0,,,RB,,30590,J.Battle,,0,4,KC,,0.4,0,0,0,0,0,0
2010,2010112109,11,Sun,40503,1:00 AM,KC,ARI,31,13,,0,yes,0,,0,,,,1,0,,,RB,,30590,J.Battle,,0,0,KC,,0,5.6,2,0.2,0,0,0
2010,2010121212,14,Sun,40524,4:15 AM,SD,KC,31,0,,8,no,0,,0,,,,3,0,,,RB,,30590,J.Battle,,0,5,KC,,0.8,3.8,1.4,0.2,0,0,0
2010,2010121900,15,Sun,40531,1:00 AM,STL,KC,13,27,,9,no,0,,0,,,,2,0,,,RB,,30590,J.Battle,,0,7,KC,,0.9,3,1.4,0,0,0,0
2010,2011010206,17,Sun,40180,1:00 AM,KC,OAK,10,31,,5,yes,0,,0,1,0,9,4,0,,9,RB,0,30590,J.Battle,,0,3,KC,,1.4,4.2,1.6,0,0,0,0
2011,2011091104,1,Sun,40797,1:00 AM,KC,BUF,7,41,,7,yes,0,,0,1,0,-1,2,0,,-1,RB,0,30590,J.Battle,,0,4,KC,,0.6,5.2,2.4,0,0.2,1.8,0
2011,2011091800,2,Sun,40804,1:00 AM,DET,KC,48,3,,6,no,0,,0,,,,2,0,,,RB,,30590,J.Battle,,0,3,KC,,0.6,5.8,2.4,0,0.4,1.6,0
2011,2011092509,3,Sun,40811,4:05 AM,SD,KC,20,17,,2,no,0,,0,1,0,3,1,0,,3,RB,0,30590,J.Battle,,0,2,KC,,0.5,7,2.6,0,0.4,1.6,0
2011,2011100208,4,Sun,40818,1:00 AM,KC,MIN,22,17,,22,yes,0,,0,,,,5,0,,,RB,,30590,J.Battle,,0,10,KC,,2.2,5.8,2.2,0,0.6,2.2,0
2011,2011100902,5,Sun,40825,1:00 AM,IND,KC,24,28,,119,no,0,,0,2,0,21,19,0,,12,RB,0,30590,J.Battle,,0,24,KC,,14,8.4,2.8,0,0.6,2.2,0
2011,2011102308,7,Sun,40839,4:05 AM,OAK,KC,0,28,,76,no,0,,0,,,,16,0,,,RB,,30590,J.Battle,,0,24,KC,,7.6,31.2,5.8,0,0.8,4.6,0
2011,2011103100,8,Mon,40847,8:30 AM,KC,SD,23,20,,70,yes,0,,1,,,,19,1,,,RB,,30590,J.Battle,,0,18,KC,,13,45,8.6,0,0.6,4.8,0
2011,2011110602,9,Sun,40853,1:00 AM,KC,MIA,3,31,,40,yes,0,,0,1,0,9,14,0,,9,RB,0,30590,J.Battle,,0,8,KC,,4.9,57.8,12,0.2,0.6,4.8,0
2011,2011111305,10,Sun,40860,1:00 AM,KC,DEN,10,17,,61,yes,0,,0,,,,9,0,,,RB,,30590,J.Battle,,0,34,KC,,6.1,65.4,14.6,0.2,0.6,6,0
2011,2011112100,11,Mon,40868,8:30 AM,NE,KC,34,3,,33,no,0,,0,1,0,3,8,0,,3,RB,0,30590,J.Battle,,0,19,KC,,3.6,73.2,15.4,0.2,0.6,6,0
2011,2011112711,12,Sun,40874,8:20 AM,KC,PIT,9,13,,20,yes,0,,0,,,,9,0,,,RB,,30590,J.Battle,,0,9,KC,,2,56,13.2,0.2,0.4,2.4,0
2011,2011120401,13,Sun,40881,1:00 AM,CHI,KC,3,10,,15,no,0,,0,,,,11,0,,,RB,,30590,J.Battle,,0,5,KC,,1.5,44.8,11.8,0.2,0.4,2.4,0
2011,2011121102,14,Sun,40888,1:00 AM,NYJ,KC,37,10,,33,no,0,,0,2,0,26,10,0,,24,RB,0,30590,J.Battle,,0,11,KC,,5.9,33.8,10.2,0,0.4,2.4,0
2011,2011121807,15,Sun,40895,1:00 AM,KC,GB,19,14,,37,yes,0,,1,1,0,7,10,1,,7,RB,0,30590,J.Battle,,0,15,KC,,10.4,32.4,9.4,0,0.6,5.8,0
2011,2011122404,16,Sat,40901,1:00 AM,KC,OAK,13,16,,56,yes,0,,0,,,,14,0,,,RB,,30590,J.Battle,,0,9,KC,,5.6,27.6,9.6,0.2,0.8,7.2,0
2012,2012091001,1,Mon,41162,10:15 AM,OAK,SD,14,22,,,no,,,,,,,,,,,RB,,30590,J.Battle,,,,SD,,0,32.2,10.8,0.2,0.6,6.6,0
2012,2012091611,2,Sun,41168,4:25 AM,SD,TEN,38,10,,69,yes,0,,2,,,,14,1,,,RB,,30590,J.Battle,,0,16,SD,,18.9,28.2,9,0.2,0.6,6.6,0
2012,2012092310,3,Sun,41175,4:05 AM,SD,ATL,3,27,,55,yes,0,,0,,,,3,0,,,RB,,30590,J.Battle,,0,52,SD,,5.5,39,9.6,0.6,0.6,6.6,0
2012,2012093002,4,Sun,41182,1:00 AM,KC,SD,20,37,,39,no,0,,1,4,0,42,15,1,,18,RB,1,30590,J.Battle,,0,12,SD,,20.1,43.4,8.2,0.6,0.2,1.4,0
2012,2012100711,5,Sun,41189,8:20 AM,NO,SD,31,24,,10,no,0,,0,2,0,7,4,0,,4,RB,0,30590,J.Battle,,0,4,SD,,1.7,43.8,9.2,0.6,0.8,8.4,0.2
2012,2012101500,6,Mon,41197,8:30 AM,SD,DEN,24,35,,3,yes,0,,0,,,,2,0,,,RB,,30590,J.Battle,,0,2,SD,,0.3,34.6,7.2,0.6,1.2,9.8,0.2
2012,2012102802,8,Sun,41210,1:00 AM,CLE,SD,7,6,,6,no,0,,0,,,,3,0,,,RB,,30590,J.Battle,,0,6,SD,,0.6,35.2,7.6,0.6,1.2,9.8,0.2
2012,2012110100,9,Thu,41214,8:20 AM,SD,KC,31,13,,20,yes,0,,0,,,,4,0,,,RB,,30590,J.Battle,,0,11,SD,,2,22.6,5.4,0.2,1.2,9.8,0.2
2012,2012111101,10,Sun,41224,1:00 AM,TB,SD,34,24,,21,no,0,,0,,,,1,0,,,RB,,30590,J.Battle,,0,21,SD,,2.1,15.6,5.6,0.2,1.2,9.8,0.2
2012,2012111810,11,Sun,41231,4:25 AM,DEN,SD,30,23,,-3,no,0,,0,1,0,1,4,0,,1,RB,0,30590,J.Battle,,0,1,SD,,-0.2,12,2.8,0,0.4,1.4,0
2012,2012112508,12,Sun,41238,4:05 AM,SD,BAL,13,16,,2,yes,0,,0,1,0,10,2,0,,10,RB,0,30590,J.Battle,,0,2,SD,,1.2,9.4,2.8,0,0.2,0.2,0
2012,2012120902,14,Sun,41252,1:00 AM,PIT,SD,24,34,,1,no,0,,0,,,,2,0,,,RB,,30590,J.Battle,,0,2,SD,,0.1,9.2,2.8,0,0.4,2.2,0
2012,2012121609,15,Sun,41259,4:05 AM,SD,CAR,7,31,,2,yes,0,,0,2,0,12,3,0,,6,RB,0,30590,J.Battle,,0,3,SD,,1.4,8.2,2.6,0,0.4,2.2,0
2012,2012122314,16,Sun,41266,1:00 AM,NYJ,SD,17,27,,49,no,0,,0,1,0,5,19,0,,5,RB,0,30590,J.Battle,,0,9,SD,,5.4,4.6,2.4,0,0.8,4.6,0
2012,2012123013,17,Sun,41273,4:25 AM,SD,OAK,24,21,,37,yes,0,,0,4,0,31,19,0,,11,RB,0,30590,J.Battle,,0,8,SD,,6.8,10.2,6,0,1,5.6,0
2013,2013090809,1,Sun,41525,1:00 AM,PIT,TEN,9,16,,21,no,0,,1,,,,8,3,,,RB,,30590,J.Battle,,0,8,TEN,,8.1,18.2,9,0,1.6,11.6,0
2013,2013091505,2,Sun,41532,1:00 AM,HOU,TEN,30,24,,13,no,0,,0,,,,6,0,,,RB,,30590,J.Battle,,0,9,TEN,,1.3,22,10.2,0.2,1.4,9.6,0
2013,2013092208,3,Sun,41539,1:00 AM,TEN,SD,20,17,,12,yes,0,,0,,,,4,0,,,RB,,30590,J.Battle,,0,6,TEN,,1.2,24.4,11,0.2,1.4,9.6,0
2013,2013092908,4,Sun,41546,4:05 AM,TEN,NYJ,38,13,,42,yes,0,,0,,,,11,0,,,RB,,30590,J.Battle,,0,20,TEN,,4.2,26.4,11.2,0.2,1,7.2,0
2013,2013100607,5,Sun,41553,1:00 AM,TEN,KC,17,26,,38,yes,0,,0,1,0,24,6,0,,24,RB,0,30590,J.Battle,,0,37,TEN,,6.2,25,9.6,0.2,0.8,6.2,0
2013,2013102010,7,Sun,41567,4:05 AM,TEN,SF,17,31,,,yes,,,,1,0,6,,,,6,RB,0,30590,J.Battle,,,,TEN,,0.6,25.2,7,0.2,0.2,4.8,0
2013,2013110304,9,Sun,41581,1:00 AM,STL,TEN,21,28,,,no,,,,,,,,,,,RB,,30590,J.Battle,,,,TEN,,0,21,5.4,0,0.4,6,0
2013,2013122204,16,Sun,41630,1:00 AM,JAC,TEN,16,20,,,no,,,,1,0,4,,,,4,RB,0,30590,J.Battle,,,,TEN,,0.4,18.4,4.2,0,0.4,6,0
2013,2013122911,17,Sun,41637,1:00 AM,TEN,HOU,16,10,,16,yes,0,,0,1,0,2,1,0,,2,RB,0,30590,J.Battle,,0,16,TEN,,1.8,16,3.4,0,0.6,6.8,0
2012,2012091613,2,Sun,41168,8:20 AM,SF,DET,27,19,,14,no,0,,0,2,0,59,6,0,,50,RB,0,31628,J.Bell,,0,4,DET,,7.3,0.5,0.5,0.5,0,0,0
2012,2012092303,3,Sun,41175,1:00 AM,TEN,DET,44,41,,23,no,0,,0,4,0,44,5,0,,13,RB,0,31628,J.Bell,,0,9,DET,,6.7,7,3,0,1,29.5,0
2012,2012093003,4,Sun,41182,1:00 AM,DET,MIN,13,20,,2,yes,0,,0,6,0,72,1,0,,23,RB,0,31628,J.Bell,,0,2,DET,,7.4,11.5,2.5,0,2,22,0
2012,2012101404,6,Sun,41196,1:00 AM,PHI,DET,23,26,,38,no,0,,0,1,0,3,7,0,,3,RB,0,31628,J.Bell,,0,13,DET,,4.1,1,0.5,0,3,36,0
2012,2012102200,7,Mon,41204,8:30 AM,CHI,DET,13,7,1,13,no,0,1,0,3,0,16,3,0,0,11,RB,0,31628,J.Bell,0,0,8,DET,,0.9,15.6,4,0.2,2.6,35.6,0
2012,2012102807,8,Sun,41210,1:00 AM,DET,SEA,28,24,,25,yes,0,,0,4,0,33,7,0,,11,RB,0,31628,J.Bell,,0,5,DET,,5.8,18,4.4,0,3.2,38.8,0
2012,2012110402,9,Sun,41217,1:00 AM,JAC,DET,14,31,,73,no,0,,1,3,0,36,13,10,,14,RB,0,31628,J.Bell,,0,14,DET,,16.9,20.2,4.6,0,3.6,33.6,0
2012,2012111107,10,Sun,41224,1:00 AM,MIN,DET,34,24,,4,no,0,,0,7,0,44,1,0,,12,RB,0,31628,J.Bell,,0,4,DET,,4.8,30.2,6.2,0.2,3.4,32,0
2012,2012111801,11,Sun,41231,1:00 AM,DET,GB,20,24,,4,yes,0,,0,1,0,5,1,0,,5,RB,0,31628,J.Bell,,0,4,DET,,0.9,30.6,6.2,0.2,3.6,26.4,0
2012,2012112200,12,Thu,41235,12:30 PM,DET,HOU,31,34,,47,yes,0,,1,,,,5,23,,,RB,,31628,J.Bell,,0,26,DET,,10.7,23.8,5,0.2,3.6,26.8,0
2012,2012120205,13,Sun,41245,1:00 AM,DET,IND,33,35,,81,yes,0,,0,3,0,21,7,0,,15,RB,0,31628,J.Bell,,0,67,DET,,10.2,30.6,5.4,0.4,3,23.6,0
2012,2012120913,14,Sun,41252,8:20 AM,GB,DET,27,20,,49,no,0,,0,5,0,47,12,0,,15,RB,0,31628,J.Bell,,0,13,DET,,9.6,41.8,5.4,0.4,2.8,21.2,0
2012,2012121608,15,Sun,41259,4:05 AM,ARI,DET,38,10,,24,no,0,,0,2,0,13,7,0,,8,RB,0,31628,J.Bell,,0,11,DET,,3.7,37,5.2,0.2,3.2,23.4,0
2012,2012122200,16,Sat,41265,8:30 AM,DET,ATL,18,31,,10,yes,0,,0,9,0,73,4,0,,16,RB,0,31628,J.Bell,,0,7,DET,,8.3,41,6.4,0.2,2.2,17.2,0
2012,2012123008,17,Sun,41273,1:00 AM,DET,CHI,24,26,1,6,yes,0,1,0,2,0,19,2,0,0,10,RB,0,31628,J.Bell,0,0,5,DET,,0.5,42.2,7,0.2,3.8,30.8,0
2013,2013090804,1,Sun,41525,1:00 AM,DET,MIN,34,24,,25,yes,0,,2,5,0,67,6,2,,29,RB,0,31628,J.Bell,,0,10,DET,,21.2,34,6.4,0,4.2,34.6,0
2013,2013091509,2,Sun,41532,4:05 AM,ARI,DET,25,21,,31,no,0,,0,5,0,41,8,0,,10,RB,0,31628,J.Bell,,0,20,DET,,7.2,22.8,6.2,0.4,4.6,43.8,0
2013,2013092209,3,Sun,41539,1:00 AM,WAS,DET,20,27,,63,no,0,,1,4,0,69,20,12,,37,RB,0,31628,J.Bell,,0,13,DET,,19.2,19.2,5.4,0.4,4.6,42.6,0
2013,2013092902,4,Sun,41546,1:00 AM,DET,CHI,40,32,1,12,yes,0,1,0,4,0,30,7,0,0,11,RB,0,31628,J.Bell,0,0,6,DET,,2.2,27,8,0.6,5,53.8,0
2013,2013100602,5,Sun,41553,1:00 AM,GB,DET,22,9,,21,no,0,,0,4,0,30,5,0,,16,RB,0,31628,J.Bell,,0,9,DET,,5.1,27.4,8.6,0.6,4,45.2,0
2013,2013101302,6,Sun,41560,1:00 AM,CLE,DET,17,31,,25,no,0,,0,1,0,8,7,0,,8,RB,0,31628,J.Bell,,0,6,DET,,3.3,30.4,9.2,0.6,4.4,47.4,0
2013,2013102002,7,Sun,41567,1:00 AM,DET,CIN,24,27,,27,yes,0,,0,3,0,29,5,0,,18,RB,0,31628,J.Bell,,0,13,DET,,5.6,30.4,9.4,0.2,3.6,35.6,0
2013,2013102700,8,Sun,41574,1:00 AM,DET,DAL,31,30,,32,yes,0,,1,1,0,22,4,1,,22,RB,0,31628,J.Bell,,0,16,DET,,11.4,29.6,8.8,0.2,3.2,33.2,0
2013,2013111002,10,Sun,41588,1:00 AM,CHI,DET,19,21,,41,no,0,,0,,,,10,0,,,RB,,31628,J.Bell,,0,9,DET,,4.1,23.4,5.6,0.2,2.6,23.8,0
2013,2013111707,11,Sun,41595,1:00 AM,PIT,DET,37,27,,49,no,0,,1,3,0,48,9,2,,37,RB,0,31628,J.Bell,,0,18,DET,,15.7,29.2,6.2,0.2,1.8,17.8,0
